State,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Virginia,Gasoline and other energy goods (USD/Capita),597,540,601,753,729,688,808,939,1143,1267,1337,1498,1086,1259,1488,1482,1434,1352,1012,878,982,1095,1041
Virginia,Other nondurable goods (USD/Capita),1603,1705,1881,2004,2069,2151,2230,2360,2452,2593,2643,2674,2720,2765,2854,2891,2955,3010,3175,3254,3361,3454,3642
Virginia,Services (USD/Capita),12428,13355,14181,15302,16038,16664,17646,18867,20296,21486,22636,23686,24003,24462,25073,25811,26342,27432,28525,29762,30712,31896,32816
Virginia,Household consumption expenditures (for services) (USD/Capita),12276,13142,13947,15045,15742,16312,17266,18503,19924,21031,22169,23039,23359,23794,24374,25014,25545,26578,27752,28900,29883,30978,31966
Virginia,Housing and utilities (USD/Capita),3927,4090,4270,4496,4745,4891,5056,5297,5651,5914,6189,6450,6689,6778,6942,7134,7387,7778,8248,8615,8936,9307,9653
Virginia,Health care (USD/Capita),2464,2560,2673,2826,3056,3310,3537,3796,4049,4244,4452,4700,4964,5077,5241,5434,5494,5697,5927,6237,6408,6602,6836
Virginia,Transportation services (USD/Capita),604,640,700,748,726,702,745,798,846,864,878,877,845,871,941,970,999,1019,1043,1081,1122,1168,1195
Virginia,Recreation services (USD/Capita),611,709,774,849,902,864,920,1016,1102,1180,1251,1276,1294,1331,1319,1363,1374,1388,1411,1462,1470,1516,1549
Virginia,Food services and accommodations (USD/Capita),1307,1344,1413,1519,1555,1600,1712,1852,1983,2103,2179,2231,2193,2248,2327,2402,2470,2549,2707,2798,2857,2947,3010
Virginia,Financial services and insurance (USD/Capita),1277,1376,1518,1708,1702,1823,1987,2226,2553,2831,3125,3343,3304,3415,3535,3649,3739,3853,3982,4125,4367,4587,4664
Virginia,Other services (USD/Capita),2084,2420,2596,2896,3052,3120,3306,3515,3735,3891,4091,4158,4066,4072,4066,4059,4079,4292,4430,4579,4721,4847,5056
Virginia,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),151,212,233,257,296,352,380,364,372,455,467,646,644,668,699,796,796,853,772,861,828,917,849
Virginia,Gross output of nonprofit institutions (USD/Capita),1576,1744,1802,1877,2017,2213,2390,2521,2678,2844,2983,3245,3358,3467,3569,3740,3807,3922,3997,4251,4344,4539,4626
Virginia,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1424,1532,1568,1619,1721,1860,2010,2157,2305,2389,2516,2599,2714,2799,2870,2944,3010,3069,3224,3390,3515,3621,3776
Washington,Personal income (millions of dollars),155513,170382,181940,194509,199204,202618,210856,226359,235828,257120,278686,292402,279749,287760,304986,329258,336333,363326,385904,407060,433795,468055,493127
Washington,Population (persons) 1/,5674747,5769562,5842564,5910512,5985722,6052349,6104115,6178645,6257305,6370753,6461587,6562231,6667426,6742830,6826627,6897058,6963985,7054655,7163657,7294771,7423362,7523869,7614893
Washington,Per capita personal income (dollars) 2/,27405,29531,31141,32909,33280,33478,34543,36636,37688,40359,43130,44558,41958,42676,44676,47739,48296,51502,53870,55802,58437,62209,64758
Washington,Personal consumption expenditures (USD/Capita),21085,22925,24373,26015,26398,27054,28270,29900,31494,33050,34578,35220,34362,34927,36144,37358,38296,39626,41082,42449,44277,46381,48273
Washington,Goods (USD/Capita),7384,8069,8650,9194,9035,9136,9622,10012,10652,11233,11789,11491,10598,10840,11370,11594,11980,12240,12230,12403,12991,13766,14253
Washington,Durable goods (USD/Capita),2660,3109,3427,3666,3523,3610,3770,3828,4024,4190,4483,4056,3661,3691,3816,3964,4226,4405,4538,4752,5089,5519,5825
Washington,Motor vehicles and parts (USD/Capita),994,1147,1235,1288,1222,1270,1269,1291,1309,1249,1292,1089,1003,1035,1065,1109,1199,1246,1323,1362,1423,1459,1426
Washington,Furnishings and durable household equipment (USD/Capita),625,729,776,804,801,823,866,923,973,1040,1073,997,840,832,827,842,887,922,971,1033,1091,1156,1189
Washington,Recreational goods and vehicles (USD/Capita),755,910,1075,1219,1152,1161,1258,1208,1265,1421,1601,1479,1362,1346,1403,1486,1598,1689,1698,1799,2006,2308,2604
Washington,Other durable goods (USD/Capita),285,321,339,353,346,355,376,404,475,478,516,490,453,477,519,526,541,546,545,557,568,594,605
Washington,Nondurable goods (USD/Capita),4723,4959,5222,5528,5512,5526,5852,6184,6628,7043,7305,7434,6937,7148,7553,7629,7754,7834,7691,7650,7902,8247,8427
Washington,Food and beverages purchased for off-premises consumption (USD/Capita),1911,1978,2052,2156,2203,2256,2379,2514,2685,2811,2915,3006,2948,2962,3061,3108,3165,3210,3218,3206,3219,3308,3370
Washington,Clothing and footwear (USD/Capita),820,912,910,894,878,846,851,884,967,979,1003,931,840,918,1001,1019,1051,1046,1034,1038,1064,1112,1131
Washington,Gasoline and other energy goods (USD/Capita),571,515,556,715,633,574,680,782,906,995,1038,1146,815,925,1097,1086,1084,1029,791,693,806,910,860
Washington,Other nondurable goods (USD/Capita),1419,1553,1703,1762,1797,1848,1940,2002,2069,2256,2349,2349,2333,2343,2392,2415,2452,2548,2648,2710,2811,2916,3065
Washington,Services (USD/Capita),13700,14856,15723,16820,17363,17918,18647,19887,20842,21817,22788,23729,23763,24086,24774,25764,26316,27386,28852,30045,31285,32614,34020
Washington,Household consumption expenditures (for services) (USD/Capita),13262,14325,15150,16231,16741,17219,17912,19153,20123,20999,21960,22780,22779,23069,23655,24484,24962,25986,27347,28447,29611,30886,32276
Washington,Housing and utilities (USD/Capita),4445,4638,4863,5114,5456,5644,5788,6015,6367,6614,6845,7040,7158,7097,7279,7413,7571,7800,8187,8492,8869,9188,9585
Washington,Health care (USD/Capita),2685,2981,3183,3262,3516,3805,4065,4325,4570,4734,5089,5444,5750,5874,5995,6275,6313,6531,6860,7171,7394,7725,8129
Washington,Transportation services (USD/Capita),1025,1114,1161,1268,1217,1153,1164,1198,1245,1283,1359,1385,1289,1269,1339,1384,1453,1509,1582,1670,1746,1845,1929
Washington,Recreation services (USD/Capita),776,832,898,1040,1013,1032,1094,1273,1249,1308,1407,1466,1451,1495,1510,1624,1684,1774,1862,1975,2030,2119,2190
Washington,Food services and accommodations (USD/Capita),1327,1465,1502,1560,1553,1552,1645,1748,1892,2090,2084,2099,2013,2053,2137,2259,2295,2405,2590,2728,2936,3097,3194
Washington,Financial services and insurance (USD/Capita),1420,1535,1677,1870,1769,1774,1877,2084,2255,2355,2439,2498,2301,2446,2529,2557,2679,2850,2998,2988,3081,3145,3260
Washington,Other services (USD/Capita),1582,1758,1864,2115,2214,2255,2275,2508,2542,2611,2735,2846,2815,2831,2864,2969,2963,3114,3266,3419,3552,3764,3986
Washington,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),438,530,572,589,621,698,735,733,719,818,828,948,983,1016,1119,1279,1354,1400,1504,1598,1674,1728,1744
Washington,Gross output of nonprofit institutions (USD/Capita),1860,2002,2096,2160,2258,2451,2607,2727,2825,3018,3155,3337,3474,3583,3745,3994,4131,4262,4552,4793,5002,5232,5466
Washington,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1421,1472,1523,1570,1637,1753,1871,1993,2106,2199,2326,2389,2491,2566,2626,2714,2777,2862,3047,3195,3327,3503,3722
West Virginia,Personal income (millions of dollars),35630,37135,38151,40353,42783,44239,44869,46477,48861,52193,54128,57523,57948,59927,63349,65206,64785,66863,68269,67928,70729,74321,75834
West Virginia,Population (persons) 1/,1819113,1815609,1811799,1807021,1801481,1805414,1812295,1816438,1820492,1827912,1834052,1840310,1847775,1854239,1856301,1856872,1853914,1849489,1842050,1831023,1817004,1804291,1792147
West Virginia,Per capita personal income (dollars) 2/,19587,20453,21057,22331,23749,24504,24759,25587,26839,28554,29513,31258,31361,32319,34127,35116,34945,36152,37061,37099,38927,41192,42315
West Virginia,Personal consumption expenditures (USD/Capita),15813,16587,17581,18623,19467,20376,21175,22401,23517,24602,25575,26556,26947,27902,29251,30179,30619,31439,32245,33315,34526,36051,37275
West Virginia,Goods (USD/Capita),6479,6690,7096,7477,7620,7892,8138,8653,8971,9396,9733,10020,9828,10315,10916,11086,11246,11409,11425,11568,11774,12161,12308
West Virginia,Durable goods (USD/Capita),2120,2255,2400,2502,2556,2704,2739,2903,2885,2866,2921,2823,2768,2912,3010,3134,3216,3235,3307,3360,3396,3525,3615
West Virginia,Motor vehicles and parts (USD/Capita),1005,1068,1136,1146,1217,1273,1269,1282,1223,1161,1185,1073,1052,1177,1239,1342,1360,1364,1399,1405,1410,1463,1478
West Virginia,Furnishings and durable household equipment (USD/Capita),456,470,500,531,521,565,577,617,628,632,629,622,597,602,608,613,628,646,666,693,711,742,758
West Virginia,Recreational goods and vehicles (USD/Capita),423,458,486,525,530,564,582,669,685,700,709,726,713,714,721,732,770,763,763,783,804,838,889
West Virginia,Other durable goods (USD/Capita),234,257,277,298,286,300,311,332,347,371,397,402,406,418,441,445,456,461,477,477,469,480,488
West Virginia,Nondurable goods (USD/Capita),4358,4435,4696,4974,5064,5187,5399,5750,6085,6529,6811,7197,7059,7402,7905,7951,8029,8174,8117,8208,8377,8636,8693
West Virginia,Food and beverages purchased for off-premises consumption (USD/Capita),1696,1713,1763,1808,1820,1840,1877,1971,2054,2154,2251,2398,2474,2523,2608,2625,2663,2697,2726,2806,2867,2907,2902
West Virginia,Clothing and footwear (USD/Capita),602,636,656,679,663,662,656,666,699,718,726,737,731,746,761,777,788,795,802,797,796,815,823
West Virginia,Gasoline and other energy goods (USD/Capita),568,506,562,684,673,651,735,863,1008,1125,1192,1352,1039,1241,1541,1541,1526,1458,1143,1019,1089,1203,1120
West Virginia,Other nondurable goods (USD/Capita),1490,1578,1714,1802,1907,2032,2130,2248,2322,2530,2640,2708,2815,2890,2994,3007,3051,3222,3445,3585,3624,3709,3846
West Virginia,Services (USD/Capita),9334,9896,10484,11146,11846,12484,13036,13747,14546,15206,15842,16535,17118,17587,18335,19092,19372,20029,20819,21746,22752,23889,24966
West Virginia,Household consumption expenditures (for services) (USD/Capita),8777,9306,9803,10409,11025,11619,12162,12830,13617,14187,14853,15424,15933,16351,17000,17663,17902,18516,19259,20081,20971,22023,23033
West Virginia,Housing and utilities (USD/Capita),2219,2321,2465,2615,2789,2901,3010,3192,3432,3610,3764,3888,3960,4015,4108,4232,4352,4508,4711,4960,5112,5364,5572
West Virginia,Health care (USD/Capita),2996,3161,3271,3449,3730,4000,4219,4516,4782,4904,5160,5377,5735,5827,5993,6359,6479,6802,7161,7584,8019,8503,9071
West Virginia,Transportation services (USD/Capita),266,291,322,338,355,358,363,366,379,392,414,427,427,436,455,463,463,474,477,485,498,519,539
West Virginia,Recreation services (USD/Capita),371,402,446,500,557,615,648,679,719,743,771,769,776,801,816,819,820,820,839,854,893,933,934
West Virginia,Food services and accommodations (USD/Capita),950,990,1027,1083,1106,1159,1236,1302,1398,1472,1520,1640,1708,1818,2073,2219,2188,2202,2251,2272,2290,2359,2398
West Virginia,Financial services and insurance (USD/Capita),872,967,1063,1178,1121,1128,1145,1213,1304,1393,1512,1598,1561,1673,1770,1783,1836,1923,2017,2116,2287,2416,2492
West Virginia,Other services (USD/Capita),1100,1171,1204,1243,1363,1454,1538,1559,1600,1669,1709,1722,1764,1778,1784,1786,1760,1784,1800,1807,1869,1926,2024
West Virginia,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),556,589,681,737,821,865,874,917,928,1018,989,1110,1185,1236,1334,1429,1470,1513,1560,1665,1780,1865,1932
West Virginia,Gross output of nonprofit institutions (USD/Capita),1583,1628,1772,1862,2012,2123,2137,2264,2358,2508,2511,2687,2869,3009,3175,3364,3457,3566,3735,3965,4212,4445,4693
West Virginia,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1026,1038,1090,1125,1191,1258,1263,1347,1430,1490,1521,1576,1683,1772,1841,1935,1986,2053,2175,2300,2431,2579,2760
Wisconsin,Personal income (millions of dollars),133915,143322,149420,159326,167133,171578,176274,184282,190975,202649,211964,219492,215830,221909,234910,246150,247744,258489,269952,274764,285249,299827,309909
Wisconsin,Population (persons) 1/,5266213,5297672,5332666,5373999,5406835,5445162,5479203,5514026,5546166,5577655,5610775,5640996,5669264,5690475,5705288,5719960,5736754,5751525,5760940,5772628,5790186,5807406,5822434
Wisconsin,Per capita personal income (dollars) 2/,25429,27054,28020,29648,30911,31510,32172,33421,34434,36332,37778,38910,38070,38997,41174,43034,43186,44943,46859,47598,49264,51628,53227
Wisconsin,Personal consumption expenditures (USD/Capita),19800,20833,22170,23478,24344,25163,26387,27790,29104,30496,31574,32484,32119,32992,34224,34767,35661,36799,37854,39074,40445,42129,43167
Wisconsin,Goods (USD/Capita),7346,7593,8200,8615,8683,8823,9135,9643,9997,10437,10664,10816,10282,10627,11182,11343,11646,11995,12015,12283,12708,13297,13553
Wisconsin,Durable goods (USD/Capita),2699,2885,3145,3221,3280,3402,3488,3629,3639,3600,3610,3458,3288,3369,3440,3502,3706,3939,4119,4297,4469,4686,4782
Wisconsin,Motor vehicles and parts (USD/Capita),1185,1259,1361,1365,1420,1441,1407,1383,1318,1201,1211,1095,1071,1137,1183,1250,1309,1393,1494,1530,1605,1661,1660
Wisconsin,Furnishings and durable household equipment (USD/Capita),586,628,694,719,727,761,798,858,876,878,855,806,747,758,766,760,791,830,895,950,974,1042,1053
Wisconsin,Recreational goods and vehicles (USD/Capita),663,719,788,827,829,883,944,1029,1071,1113,1115,1124,1038,1034,1041,1040,1140,1230,1248,1333,1407,1487,1573
Wisconsin,Other durable goods (USD/Capita),264,277,301,308,303,315,338,357,372,407,428,430,431,439,449,451,465,484,480,482,482,495,494
Wisconsin,Nondurable goods (USD/Capita),4646,4708,5055,5394,5402,5420,5646,6014,6358,6836,7054,7358,6994,7257,7741,7840,7939,8056,7896,7986,8238,8610,8771
Wisconsin,Food and beverages purchased for off-premises consumption (USD/Capita),1843,1850,1932,1972,1988,2000,2021,2135,2230,2371,2469,2526,2522,2521,2608,2670,2674,2712,2733,2787,2845,2923,2959
Wisconsin,Clothing and footwear (USD/Capita),764,783,830,838,834,827,844,854,858,870,853,855,839,856,872,877,907,924,942,966,973,1002,1001
Wisconsin,Gasoline and other energy goods (USD/Capita),593,528,599,745,717,675,797,931,1109,1262,1342,1531,1108,1289,1580,1589,1546,1469,1160,1043,1160,1343,1307
Wisconsin,Other nondurable goods (USD/Capita),1444,1545,1693,1836,1862,1917,1984,2092,2160,2332,2389,2444,2523,2589,2680,2703,2811,2949,3059,3188,3259,3341,3503
Wisconsin,Services (USD/Capita),12454,13240,13969,14862,15661,16339,17252,18146,19106,20059,20909,21668,21836,22365,23042,23423,24014,24803,25838,26791,27736,28832,29613
Wisconsin,Household consumption expenditures (for services) (USD/Capita),11826,12517,13212,14024,14764,15390,16225,17113,18066,18939,19793,20405,20517,21010,21584,21862,22376,23164,24180,25021,25894,26918,27676
Wisconsin,Housing and utilities (USD/Capita),3344,3497,3698,3945,4207,4349,4542,4732,5065,5299,5478,5627,5582,5608,5744,5851,6003,6242,6409,6608,6829,7035,7272
Wisconsin,Health care (USD/Capita),2921,3085,3254,3477,3809,4141,4460,4801,5073,5344,5607,5917,6220,6380,6563,6631,6707,6901,7296,7576,7751,8066,8187
Wisconsin,Transportation services (USD/Capita),676,721,773,810,833,804,817,855,897,934,959,957,940,951,980,981,1017,1060,1093,1146,1187,1244,1268
Wisconsin,Recreation services (USD/Capita),832,857,900,902,945,988,1034,1086,1124,1193,1280,1301,1286,1297,1293,1304,1358,1401,1486,1582,1665,1748,1785
Wisconsin,Food services and accommodations (USD/Capita),1119,1154,1204,1285,1291,1327,1415,1504,1575,1664,1721,1741,1722,1775,1826,1888,1985,2065,2224,2301,2399,2478,2533
Wisconsin,Financial services and insurance (USD/Capita),1318,1465,1603,1772,1713,1731,1786,1880,1997,2052,2171,2260,2181,2394,2560,2599,2707,2851,2958,3006,3162,3310,3444
Wisconsin,Other services (USD/Capita),1613,1734,1777,1831,1963,2047,2167,2252,2332,2450,2575,2598,2584,2602,2614,2604,2595,2641,2712,2798,2898,3033,3184
Wisconsin,Final consumption expenditures of nonprofit institutions serving households (NPISHs) (USD/Capita),627,722,757,837,897,949,1027,1032,1040,1120,1115,1263,1319,1354,1458,1560,1638,1638,1658,1769,1841,1913,1937
Wisconsin,Gross output of nonprofit institutions (USD/Capita),2192,2310,2386,2540,2683,2848,3004,3131,3253,3391,3441,3671,3857,3998,4193,4397,4528,4575,4754,4999,5131,5364,5554
Wisconsin,Less: Receipts from sales of goods and services by nonprofit institutions (USD/Capita),1564,1587,1629,1702,1785,1899,1976,2099,2213,2271,2326,2408,2538,2643,2734,2836,2889,2937,3096,3230,3290,3450,3617
Wyoming,Personal income (millions of dollars),11885,12633,13517,14591,15414,15773,16712,17879,19661,22771,24263,26533,24486,25804,28356,30846,30789,33035,33274,31645,32723,35054,35992
Wyoming,Population (persons) 1/,489451,490787,491780,494300,494657,500017,503453,509106,514157,522667,534876,546043,559851,564487,567299,576305,582122,582531,585613,584215,578931,577601,578759
Wyoming,Per capita personal income (dollars) 2/,24282,25741,27488,29519,31161,31546,33195,35120,38240,43567,45363,48593,43738,45714,49985,53524,52892,56710,56820,54168,56524,60689,62189
Wyoming,Personal consumption expenditures (USD/Capita),18558,19754,21060,22478,23289,24129,25470,27259,29297,31873,33889,35157,33095,33995,35795,36883,37753,38890,39313,39536,40923,42658,43722
Wyoming,Goods (USD/Capita),7414,7750,8221,8654,8888,9060,9625,10416,11313,12542,13533,13958,12278,12539,13323,13435,13408,13481,12943,12594,12918,13456,13614
Wyoming,Durable goods (USD/Capita),2492,2666,2819,2897,3049,3216,3316,3567,3746,3971,4227,4033,3611,3606,3761,3847,3935,4060,4101,4027,4063,4180,4204
Wyoming,Motor vehicles and parts (USD/Capita),1093,1195,1320,1342,1462,1522,1506,1572,1606,1640,1733,1530,1357,1422,1531,1611,1612,1668,1692,1657,1673,1683,1661
Wyoming,Furnishings and durable household equipment (USD/Capita),483,520,534,566,587,626,646,689,746,811,849,844,753,728,722,724,763,789,825,832,852,904,930
Wyoming,Recreational goods and vehicles (USD/Capita),610,635,642,661,688,748,820,928,998,1085,1177,1168,1031,973,999,1010,1064,1098,1079,1045,1051,1091,1103
